trajectory_id,training_step,model_version,game_id,task_type,task_success,env_done,env_lost,env_rounds,full_turns,retained_turns,retained_fraction,frontier_triggered,frontier_turn,baseline_teacher_entropy,crossing_teacher_entropy,suffix_teacher_entropy,last3_post_frontier_entropy,teacher_entropy,student_entropy,sampled_reverse_kl,valid_action_rate,retained_valid_action_rate,dropped_valid_action_rate,prompt_truncated_turns,prompt_truncated,prompt_truncated_retained_turns,response_tokens
train:46:train/pick_clean_then_place_in_recep-Spoon-None-DiningTable-20/trial_T20190909_034703_947964/game.tw-pddl:0,46,65,train/pick_clean_then_place_in_recep-Spoon-None-DiningTable-20/trial_T20190909_034703_947964/game.tw-pddl,pick_clean_then_place_in_recep,True,True,False,10,10,10,1.0,False,,0.15778093976208366,,,,0.21546327207113758,0.19305874453981295,0.3483880552571099,0.9,0.9,,0,False,0,633
train:46:train/pick_cool_then_place_in_recep-Lettuce-None-CounterTop-24/trial_T20190908_015250_257517/game.tw-pddl:0,46,65,train/pick_cool_then_place_in_recep-Lettuce-None-CounterTop-24/trial_T20190908_015250_257517/game.tw-pddl,pick_cool_then_place_in_recep,True,True,False,13,13,13,1.0,False,,0.25527607233456245,,,,0.1969645647511903,0.1904684520438903,0.3142984269885398,0.9230769230769231,0.9230769230769231,,0,False,0,651
train:46:train/pick_heat_then_place_in_recep-Cup-None-Cabinet-18/trial_T20190907_150724_149124/game.tw-pddl:0,46,65,train/pick_heat_then_place_in_recep-Cup-None-Cabinet-18/trial_T20190907_150724_149124/game.tw-pddl,pick_heat_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.2552866795224275,,,,0.09691804641485634,0.19437982743493337,0.3054230470641201,0.3,0.3,,15,True,15,974
train:46:train/pick_cool_then_place_in_recep-Potato-None-Microwave-25/trial_T20190910_225355_685877/game.tw-pddl:0,46,65,train/pick_cool_then_place_in_recep-Potato-None-Microwave-25/trial_T20190910_225355_685877/game.tw-pddl,pick_cool_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.16732036069831488,,,,0.10011405268896029,0.20059141421543009,0.3797412183837274,0.3333333333333333,0.3333333333333333,,14,True,14,973
train:46:train/pick_clean_then_place_in_recep-Spoon-None-DiningTable-18/trial_T20190909_102022_120766/game.tw-pddl:0,46,65,train/pick_clean_then_place_in_recep-Spoon-None-DiningTable-18/trial_T20190909_102022_120766/game.tw-pddl,pick_clean_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.20577317831770744,,,,0.060425288179766896,0.1502930809586403,0.27716823360117543,0.43333333333333335,0.43333333333333335,,17,True,17,930
train:46:train/pick_clean_then_place_in_recep-Spatula-None-CounterTop-19/trial_T20190906_181259_314797/game.tw-pddl:0,46,65,train/pick_clean_then_place_in_recep-Spatula-None-CounterTop-19/trial_T20190906_181259_314797/game.tw-pddl,pick_clean_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.19218583118178942,,,,0.08776039880776124,0.1958455052866435,0.2336808395215389,0.26666666666666666,0.26666666666666666,,16,True,16,847
train:46:train/pick_cool_then_place_in_recep-Cup-None-Microwave-6/trial_T20190909_012531_072144/game.tw-pddl:0,46,65,train/pick_cool_then_place_in_recep-Cup-None-Microwave-6/trial_T20190909_012531_072144/game.tw-pddl,pick_cool_then_place_in_recep,False,False,False,30,30,11,0.36666666666666664,True,11.0,0.1765321533583976,0.4112427172880608,0.08256839398927229,2.972580830373772e-07,0.12072439023171576,0.25916489118310865,0.43870809990592463,0.5,1.0,0.21052631578947367,15,True,0,1018
train:46:train/look_at_obj_in_light-AlarmClock-None-DeskLamp-317/trial_T20190909_070750_539624/game.tw-pddl:0,46,65,train/look_at_obj_in_light-AlarmClock-None-DeskLamp-317/trial_T20190909_070750_539624/game.tw-pddl,look_at_obj_in_light,False,False,False,30,30,30,1.0,False,,0.15507775545668429,,,,0.04753012768984378,0.057941900305331896,0.13673784893710736,0.6666666666666666,0.6666666666666666,,9,True,9,1192
train:46:train/pick_clean_then_place_in_recep-Potato-None-CounterTop-5/trial_T20190909_123141_081448/game.tw-pddl:0,46,65,train/pick_clean_then_place_in_recep-Potato-None-CounterTop-5/trial_T20190909_123141_081448/game.tw-pddl,pick_clean_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.22792447017046313,,,,0.07449109610440292,0.17031225873227246,0.25675234093678,0.16666666666666666,0.16666666666666666,,17,True,17,854
train:46:train/pick_clean_then_place_in_recep-Kettle-None-StoveBurner-3/trial_T20190907_054347_572902/game.tw-pddl:0,46,65,train/pick_clean_then_place_in_recep-Kettle-None-StoveBurner-3/trial_T20190907_054347_572902/game.tw-pddl,pick_clean_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.23978165882594393,,,,0.26493828471578024,0.17507031804511694,0.261597267274939,0.6,0.6,,12,True,12,1096
train:46:train/pick_two_obj_and_place-Pencil-None-Desk-327/trial_T20190911_224556_462302/game.tw-pddl:0,46,65,train/pick_two_obj_and_place-Pencil-None-Desk-327/trial_T20190911_224556_462302/game.tw-pddl,pick_two_obj_and_place,False,False,False,30,30,30,1.0,False,,0.23604264994229807,,,,0.08011248705767209,0.08663240357677168,0.2001117506640905,0.7333333333333333,0.7333333333333333,,8,True,8,1268
train:47:train/look_at_obj_in_light-CD-None-DeskLamp-319/trial_T20190909_123058_970211/game.tw-pddl:0,47,67,train/look_at_obj_in_light-CD-None-DeskLamp-319/trial_T20190909_123058_970211/game.tw-pddl,look_at_obj_in_light,True,True,False,4,4,4,1.0,False,,0.18996455016073577,,,,0.1902162223795139,0.25141165224828654,0.5074024098919506,0.75,0.75,,0,False,0,281
train:47:train/pick_and_place_simple-SoapBottle-None-Toilet-406/trial_T20190909_104226_709618/game.tw-pddl:0,47,67,train/pick_and_place_simple-SoapBottle-None-Toilet-406/trial_T20190909_104226_709618/game.tw-pddl,pick_and_place_simple,True,True,False,8,8,8,1.0,False,,0.1357851597605952,,,,0.09048962568290078,0.10665025336993116,0.21783815509528162,1.0,1.0,,0,False,0,448
train:47:train/pick_clean_then_place_in_recep-Spoon-None-SideTable-21/trial_T20190908_231958_358508/game.tw-pddl:0,47,67,train/pick_clean_then_place_in_recep-Spoon-None-SideTable-21/trial_T20190908_231958_358508/game.tw-pddl,pick_clean_then_place_in_recep,True,True,False,8,8,8,1.0,False,,0.1642568542078097,,,,0.11304059501712486,0.12527683179134982,0.29211978185759374,1.0,1.0,,0,False,0,431
train:47:train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-23/trial_T20190909_120243_252478/game.tw-pddl:0,47,67,train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-23/trial_T20190909_120243_252478/game.tw-pddl,pick_heat_then_place_in_recep,True,True,False,7,7,7,1.0,False,,0.1665841455103811,,,,0.12859077468976485,0.156758892103048,0.39275030610133427,1.0,1.0,,0,False,0,431
train:47:train/pick_clean_then_place_in_recep-Apple-None-Microwave-6/trial_T20190909_114417_306300/game.tw-pddl:0,47,67,train/pick_clean_then_place_in_recep-Apple-None-Microwave-6/trial_T20190909_114417_306300/game.tw-pddl,pick_clean_then_place_in_recep,True,True,False,10,10,10,1.0,False,,0.14022994339366626,,,,0.11243191147758291,0.13127785622467475,0.2600798508624713,1.0,1.0,,0,False,0,619
train:47:train/pick_cool_then_place_in_recep-Apple-None-Microwave-5/trial_T20190908_150842_317762/game.tw-pddl:0,47,67,train/pick_cool_then_place_in_recep-Apple-None-Microwave-5/trial_T20190908_150842_317762/game.tw-pddl,pick_cool_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.1475338349029062,,,,0.07284529042409654,0.13453160825661406,0.2894247275408828,0.4,0.4,,15,True,15,745
train:47:train/pick_clean_then_place_in_recep-SoapBar-None-Cabinet-413/trial_T20190908_023523_035014/game.tw-pddl:0,47,67,train/pick_clean_then_place_in_recep-SoapBar-None-Cabinet-413/trial_T20190908_023523_035014/game.tw-pddl,pick_clean_then_place_in_recep,True,True,False,16,16,16,1.0,False,,0.2779198702664538,,,,0.14043095494748298,0.14544763459095592,0.20899200842095403,1.0,1.0,,0,False,0,1128
train:47:train/pick_clean_then_place_in_recep-Knife-None-Drawer-2/trial_T20190909_141638_451891/game.tw-pddl:0,47,67,train/pick_clean_then_place_in_recep-Knife-None-Drawer-2/trial_T20190909_141638_451891/game.tw-pddl,pick_clean_then_place_in_recep,False,False,False,30,30,11,0.36666666666666664,True,11.0,0.2022283387747439,0.38783197823119103,0.0730517496932031,5.362077786230657e-07,0.1368548260413311,0.21501650132210942,0.42252534355836885,0.26666666666666666,0.6363636363636364,0.05263157894736842,15,True,0,829
train:47:train/pick_clean_then_place_in_recep-Lettuce-None-CounterTop-30/trial_T20190909_033307_872081/game.tw-pddl:0,47,67,train/pick_clean_then_place_in_recep-Lettuce-None-CounterTop-30/trial_T20190909_033307_872081/game.tw-pddl,pick_clean_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.17385283687877662,,,,0.07550194150992816,0.1975217271445452,0.3701044978370963,0.3,0.3,,18,True,18,692
train:47:train/pick_clean_then_place_in_recep-Cup-None-Cabinet-6/trial_T20190908_165804_877612/game.tw-pddl:0,47,67,train/pick_clean_then_place_in_recep-Cup-None-Cabinet-6/trial_T20190908_165804_877612/game.tw-pddl,pick_clean_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.18293701051535272,,,,0.07759213349974041,0.13658713154225527,0.20405657663591706,0.4,0.4,,15,True,15,1111
train:47:train/pick_cool_then_place_in_recep-Potato-None-GarbageCan-18/trial_T20190909_044254_735750/game.tw-pddl:0,47,67,train/pick_cool_then_place_in_recep-Potato-None-GarbageCan-18/trial_T20190909_044254_735750/game.tw-pddl,pick_cool_then_place_in_recep,False,False,False,30,30,8,0.26666666666666666,True,8.0,0.12289510327488569,0.3068638283654835,0.10141995246519851,2.342364268770325e-06,0.12022522161048106,0.19931738820219191,0.3821403660244434,0.3,1.0,0.045454545454545456,14,True,0,764
train:47:train/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-13/trial_T20190906_211215_210922/game.tw-pddl:0,47,67,train/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-13/trial_T20190906_211215_210922/game.tw-pddl,pick_cool_then_place_in_recep,False,False,False,30,30,8,0.26666666666666666,True,8.0,0.12149853617859928,0.34076149695803126,0.05083038620067308,5.028970917919651e-06,0.0863263638633064,0.1983619615451014,0.3335194648535302,0.3333333333333333,0.875,0.13636363636363635,18,True,0,765
train:47:train/pick_two_obj_and_place-PepperShaker-None-Shelf-20/trial_T20190907_021648_434341/game.tw-pddl:0,47,67,train/pick_two_obj_and_place-PepperShaker-None-Shelf-20/trial_T20190907_021648_434341/game.tw-pddl,pick_two_obj_and_place,False,False,False,30,30,30,1.0,False,,0.16901398848748506,,,,0.06542095572908242,0.10596912785029194,0.23923721122640557,0.4666666666666667,0.4666666666666667,,14,True,14,933
train:47:train/pick_cool_then_place_in_recep-Tomato-None-DiningTable-26/trial_T20190907_160916_014285/game.tw-pddl:0,47,67,train/pick_cool_then_place_in_recep-Tomato-None-DiningTable-26/trial_T20190907_160916_014285/game.tw-pddl,pick_cool_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.14386993976830237,,,,0.05815222535587842,0.10380112956031708,0.17327743896333286,0.5333333333333333,0.5333333333333333,,14,True,14,979
train:47:train/pick_two_obj_and_place-SprayBottle-None-GarbageCan-413/trial_T20190907_233227_626299/game.tw-pddl:0,47,67,train/pick_two_obj_and_place-SprayBottle-None-GarbageCan-413/trial_T20190907_233227_626299/game.tw-pddl,pick_two_obj_and_place,False,False,False,30,30,30,1.0,False,,0.23465689035612203,,,,0.10169583517563353,0.11427925265921486,0.15553847651919134,0.6666666666666666,0.6666666666666666,,10,True,10,1405
train:47:train/pick_clean_then_place_in_recep-SoapBar-None-Cabinet-422/trial_T20190909_170408_931882/game.tw-pddl:0,47,67,train/pick_clean_then_place_in_recep-SoapBar-None-Cabinet-422/trial_T20190909_170408_931882/game.tw-pddl,pick_clean_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.26374793169627003,,,,0.1729125749287786,0.20418482306318675,0.28168215717006795,0.43333333333333335,0.43333333333333335,,9,True,9,1484
train:48:train/look_at_obj_in_light-CD-None-DeskLamp-316/trial_T20190909_114522_623490/game.tw-pddl:0,48,68,train/look_at_obj_in_light-CD-None-DeskLamp-316/trial_T20190909_114522_623490/game.tw-pddl,look_at_obj_in_light,True,True,False,3,3,3,1.0,False,,0.13631504325770086,,,,0.13631504325770086,0.170500353458532,0.40436751806276366,1.0,1.0,,0,False,0,171
train:48:train/pick_and_place_simple-Book-None-Bed-312/trial_T20190908_103710_898411/game.tw-pddl:0,48,68,train/pick_and_place_simple-Book-None-Bed-312/trial_T20190908_103710_898411/game.tw-pddl,pick_and_place_simple,True,True,False,4,4,4,1.0,False,,0.10080284649120658,,,,0.09961047741714857,0.12520647425837783,0.35293109722602806,1.0,1.0,,0,False,0,220
train:48:train/pick_clean_then_place_in_recep-SoapBar-None-CounterTop-418/trial_T20190908_161520_346247/game.tw-pddl:0,48,68,train/pick_clean_then_place_in_recep-SoapBar-None-CounterTop-418/trial_T20190908_161520_346247/game.tw-pddl,pick_clean_then_place_in_recep,True,True,False,7,7,7,1.0,False,,0.1660872784114976,,,,0.12957502165128384,0.1319949263417926,0.32945625993592875,1.0,1.0,,0,False,0,440
train:48:train/look_at_obj_in_light-CD-None-DeskLamp-316/trial_T20190909_114536_775689/game.tw-pddl:0,48,68,train/look_at_obj_in_light-CD-None-DeskLamp-316/trial_T20190909_114536_775689/game.tw-pddl,look_at_obj_in_light,True,True,False,6,6,5,0.8333333333333334,True,5.0,0.1940484295807591,0.3214728128323805,0.3214728128323805,0.3214728128323805,0.2849777422901745,0.25329439987653296,0.39311970041251904,1.0,1.0,1.0,0,False,0,442
train:48:train/pick_heat_then_place_in_recep-Tomato-None-Fridge-19/trial_T20190909_152219_111684/game.tw-pddl:0,48,68,train/pick_heat_then_place_in_recep-Tomato-None-Fridge-19/trial_T20190909_152219_111684/game.tw-pddl,pick_heat_then_place_in_recep,True,True,False,7,7,7,1.0,False,,0.2546877181902425,,,,0.17806402718915754,0.17882229041264566,0.37362968123258206,1.0,1.0,,0,False,0,414
train:48:train/pick_two_obj_and_place-KeyChain-None-SideTable-311/trial_T20190908_065824_413543/game.tw-pddl:0,48,68,train/pick_two_obj_and_place-KeyChain-None-SideTable-311/trial_T20190908_065824_413543/game.tw-pddl,pick_two_obj_and_place,True,True,False,10,10,10,1.0,False,,0.28539146909616214,,,,0.16531384926714898,0.13673142358933682,0.36519753512545433,1.0,1.0,,0,False,0,668
train:48:train/pick_two_obj_and_place-Vase-None-CoffeeTable-209/trial_T20190906_192158_361652/game.tw-pddl:0,48,68,train/pick_two_obj_and_place-Vase-None-CoffeeTable-209/trial_T20190906_192158_361652/game.tw-pddl,pick_two_obj_and_place,True,True,False,15,15,15,1.0,False,,0.14481490228114804,,,,0.144940081723386,0.13181035419938256,0.26879536346384203,1.0,1.0,,0,False,0,866
train:48:train/pick_heat_then_place_in_recep-Tomato-None-SideTable-3/trial_T20190907_140946_092791/game.tw-pddl:0,48,68,train/pick_heat_then_place_in_recep-Tomato-None-SideTable-3/trial_T20190907_140946_092791/game.tw-pddl,pick_heat_then_place_in_recep,False,False,False,30,30,19,0.6333333333333333,True,19.0,0.14926753838694634,1.3808550834655762,1.3807528669183904,1.3804802894592285,0.6477863951072592,0.23047023077902212,0.36252434324570676,0.3,0.47368421052631576,0.0,11,True,0,1179
train:48:train/pick_two_obj_and_place-TissueBox-None-CoffeeTable-230/trial_T20190909_145741_748744/game.tw-pddl:0,48,68,train/pick_two_obj_and_place-TissueBox-None-CoffeeTable-230/trial_T20190909_145741_748744/game.tw-pddl,pick_two_obj_and_place,False,False,False,30,30,30,1.0,False,,0.18702819987147104,,,,0.09385511375185789,0.10677745875691781,0.1751102822220934,0.2,0.2,,7,True,7,1650
train:48:train/pick_heat_then_place_in_recep-Egg-None-CounterTop-8/trial_T20190907_065242_490083/game.tw-pddl:0,48,68,train/pick_heat_then_place_in_recep-Egg-None-CounterTop-8/trial_T20190907_065242_490083/game.tw-pddl,pick_heat_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.1822911124468278,,,,0.07649614876245749,0.15068330972804958,0.27962403469812314,0.3,0.3,,16,True,16,817
train:48:train/pick_heat_then_place_in_recep-Apple-None-Fridge-30/trial_T20190908_114805_189857/game.tw-pddl:0,48,68,train/pick_heat_then_place_in_recep-Apple-None-Fridge-30/trial_T20190908_114805_189857/game.tw-pddl,pick_heat_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.16709829699205359,,,,0.07263617448166917,0.1880248651984848,0.25914428456615585,0.3,0.3,,18,True,18,735
train:48:train/pick_cool_then_place_in_recep-Cup-None-Shelf-20/trial_T20190907_155120_145168/game.tw-pddl:0,48,68,train/pick_cool_then_place_in_recep-Cup-None-Shelf-20/trial_T20190907_155120_145168/game.tw-pddl,pick_cool_then_place_in_recep,False,False,False,30,30,12,0.4,True,12.0,0.19214440621585985,0.2690802333216652,0.18054998236102926,0.1746833622455597,0.19110435449325772,0.20085953319196853,0.35704775590439863,0.43333333333333335,0.75,0.2222222222222222,14,True,0,942
train:48:train/pick_two_obj_and_place-Book-None-Desk-313/trial_T20190908_130004_843126/game.tw-pddl:0,48,68,train/pick_two_obj_and_place-Book-None-Desk-313/trial_T20190908_130004_843126/game.tw-pddl,pick_two_obj_and_place,True,True,False,21,21,21,1.0,False,,0.1902100355170588,,,,0.12138939781625065,0.09928178324382538,0.172461884217986,0.9523809523809523,0.9523809523809523,,0,False,0,1360
train:48:train/pick_clean_then_place_in_recep-SoapBar-None-Toilet-408/trial_T20190908_122506_504898/game.tw-pddl:0,48,68,train/pick_clean_then_place_in_recep-SoapBar-None-Toilet-408/trial_T20190908_122506_504898/game.tw-pddl,pick_clean_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.14556928169280656,,,,0.08066666156778132,0.09358574754445359,0.19703640160182995,0.23333333333333334,0.23333333333333334,,6,True,6,1338
train:48:train/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-25/trial_T20190906_235727_560816/game.tw-pddl:0,48,68,train/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-25/trial_T20190906_235727_560816/game.tw-pddl,pick_heat_then_place_in_recep,False,False,False,30,30,5,0.16666666666666666,True,5.0,0.16862768539259107,0.41659853390319307,0.10594545420840142,1.2668868293985724e-05,0.12966879166814615,0.22837333427275924,0.3535535951171415,0.3333333333333333,0.8,0.24,16,True,0,1012
train:48:train/pick_heat_then_place_in_recep-Potato-None-CounterTop-19/trial_T20190909_152158_373637/game.tw-pddl:0,48,68,train/pick_heat_then_place_in_recep-Potato-None-CounterTop-19/trial_T20190909_152158_373637/game.tw-pddl,pick_heat_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.10519981412096115,,,,0.03961849584325428,0.08387413484397985,0.11137173119274651,0.1,0.1,,16,True,16,1547
train:49:train/pick_and_place_simple-CreditCard-None-ArmChair-216/trial_T20190909_054954_990241/game.tw-pddl:0,49,70,train/pick_and_place_simple-CreditCard-None-ArmChair-216/trial_T20190909_054954_990241/game.tw-pddl,pick_and_place_simple,True,True,False,4,4,4,1.0,False,,0.11424087257777937,,,,0.11218401919658777,0.12283831344129693,0.40304380885001556,1.0,1.0,,0,False,0,257
train:49:train/pick_and_place_simple-SoapBar-None-GarbageCan-416/trial_T20190908_020839_714699/game.tw-pddl:0,49,70,train/pick_and_place_simple-SoapBar-None-GarbageCan-416/trial_T20190908_020839_714699/game.tw-pddl,pick_and_place_simple,True,True,False,4,4,4,1.0,False,,0.10733213941461321,,,,0.09584424418123431,0.12992776213297622,0.28723710724924273,1.0,1.0,,0,False,0,271
train:49:train/pick_clean_then_place_in_recep-Kettle-None-Shelf-1/trial_T20190906_182550_556437/game.tw-pddl:0,49,70,train/pick_clean_then_place_in_recep-Kettle-None-Shelf-1/trial_T20190906_182550_556437/game.tw-pddl,pick_clean_then_place_in_recep,True,True,False,6,6,6,1.0,False,,0.163490000534414,,,,0.1258567301288824,0.12882208297575623,0.2801477801402931,1.0,1.0,,0,False,0,341
train:49:train/pick_and_place_simple-Tomato-None-Microwave-5/trial_T20190908_174001_568929/game.tw-pddl:0,49,70,train/pick_and_place_simple-Tomato-None-Microwave-5/trial_T20190908_174001_568929/game.tw-pddl,pick_and_place_simple,True,True,False,6,6,6,1.0,False,,0.14767901779336054,,,,0.1424143356552607,0.13864764493083878,0.32748499290991817,1.0,1.0,,0,False,0,338
train:49:train/pick_two_obj_and_place-CreditCard-None-ArmChair-221/trial_T20190907_161543_309705/game.tw-pddl:0,49,70,train/pick_two_obj_and_place-CreditCard-None-ArmChair-221/trial_T20190907_161543_309705/game.tw-pddl,pick_two_obj_and_place,True,True,False,9,9,9,1.0,False,,0.18150893656589848,,,,0.14750568936949482,0.15466841027295322,0.4051288228603524,1.0,1.0,,0,False,0,577
train:49:train/pick_clean_then_place_in_recep-Knife-None-Drawer-22/trial_T20190907_224827_746945/game.tw-pddl:0,49,70,train/pick_clean_then_place_in_recep-Knife-None-Drawer-22/trial_T20190907_224827_746945/game.tw-pddl,pick_clean_then_place_in_recep,True,True,False,7,7,7,1.0,False,,0.15357216507349888,,,,0.09786978617887361,0.12422275905653536,0.30481333466283034,1.0,1.0,,0,False,0,405
train:49:train/pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-409/trial_T20190907_152834_016179/game.tw-pddl:0,49,70,train/pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-409/trial_T20190907_152834_016179/game.tw-pddl,pick_and_place_simple,True,True,False,11,11,11,1.0,False,,0.16106493911266914,,,,0.11128077469146289,0.09981432006706123,0.24497647824463922,1.0,1.0,,0,False,0,642
train:49:train/pick_cool_then_place_in_recep-Apple-None-DiningTable-16/trial_T20190909_075718_480016/game.tw-pddl:0,49,70,train/pick_cool_then_place_in_recep-Apple-None-DiningTable-16/trial_T20190909_075718_480016/game.tw-pddl,pick_cool_then_place_in_recep,True,True,False,6,6,6,1.0,False,,0.1842237514594757,,,,0.12795238479067358,0.14039223200388545,0.357798709797411,1.0,1.0,,0,False,0,365
train:49:train/pick_two_obj_and_place-CellPhone-None-Bed-306/trial_T20190908_091940_573714/game.tw-pddl:0,49,70,train/pick_two_obj_and_place-CellPhone-None-Bed-306/trial_T20190908_091940_573714/game.tw-pddl,pick_two_obj_and_place,True,True,False,12,12,12,1.0,False,,0.22724990369370138,,,,0.2104898760820849,0.2073721269520539,0.32932796859104607,0.8333333333333334,0.8333333333333334,,0,False,0,761
train:49:train/pick_clean_then_place_in_recep-Kettle-None-Shelf-1/trial_T20190906_182430_397766/game.tw-pddl:0,49,70,train/pick_clean_then_place_in_recep-Kettle-None-Shelf-1/trial_T20190906_182430_397766/game.tw-pddl,pick_clean_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.12965978907441306,,,,0.04955584285481758,0.07280190902694546,0.12028636620543418,0.4666666666666667,0.4666666666666667,,15,True,15,959
train:49:train/pick_and_place_simple-Pan-None-DiningTable-15/trial_T20190908_182429_612085/game.tw-pddl:0,49,70,train/pick_and_place_simple-Pan-None-DiningTable-15/trial_T20190908_182429_612085/game.tw-pddl,pick_and_place_simple,False,False,False,30,30,30,1.0,False,,0.14505713384146535,,,,0.07832358878092559,0.11113868204148256,0.22427998591812517,0.5333333333333333,0.5333333333333333,,14,True,14,749
train:49:train/pick_cool_then_place_in_recep-Bread-None-CounterTop-7/trial_T20190909_021904_818116/game.tw-pddl:0,49,70,train/pick_cool_then_place_in_recep-Bread-None-CounterTop-7/trial_T20190909_021904_818116/game.tw-pddl,pick_cool_then_place_in_recep,False,False,False,30,30,5,0.16666666666666666,True,5.0,0.1572177584151016,0.372510109379344,0.09559101975995671,3.021895054189372e-07,0.12250677071164488,0.1836362727818813,0.3041346057371024,0.26666666666666666,1.0,0.12,15,True,0,1025
train:49:train/pick_two_obj_and_place-Vase-None-CoffeeTable-209/trial_T20190906_192228_459297/game.tw-pddl:0,49,70,train/pick_two_obj_and_place-Vase-None-CoffeeTable-209/trial_T20190906_192228_459297/game.tw-pddl,pick_two_obj_and_place,False,False,False,30,30,10,0.3333333333333333,True,10.0,0.12324059936971897,0.3566620605083288,0.08005275582254179,2.2742841186603377e-06,0.10495074138258254,0.10518096212696207,0.17645899312191235,0.3,0.9,0.0,5,True,0,1356
train:49:train/pick_clean_then_place_in_recep-Tomato-None-DiningTable-23/trial_T20190909_000808_543184/game.tw-pddl:0,49,70,train/pick_clean_then_place_in_recep-Tomato-None-DiningTable-23/trial_T20190909_000808_543184/game.tw-pddl,pick_clean_then_place_in_recep,False,False,False,30,30,7,0.23333333333333334,True,7.0,0.11437957073948034,0.1563153640982851,0.013536832532861897,0.0001870598498499021,0.05153583484065504,0.07817765032322184,0.18353122705626365,0.13333333333333333,0.5714285714285714,0.0,11,True,0,962
train:49:train/pick_cool_then_place_in_recep-Cup-None-Cabinet-4/trial_T20190906_214155_714827/game.tw-pddl:0,49,70,train/pick_cool_then_place_in_recep-Cup-None-Cabinet-4/trial_T20190906_214155_714827/game.tw-pddl,pick_cool_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.2907316800618664,,,,0.13359590369309926,0.19956675894944412,0.3435593627407429,0.43333333333333335,0.43333333333333335,,13,True,13,1003
train:49:train/pick_two_obj_and_place-Book-None-Desk-310/trial_T20190906_202411_309576/game.tw-pddl:0,49,70,train/pick_two_obj_and_place-Book-None-Desk-310/trial_T20190906_202411_309576/game.tw-pddl,pick_two_obj_and_place,False,False,False,30,30,24,0.8,True,24.0,0.22265285327420223,0.5914517045021057,0.5914336343606313,0.5914155642191569,0.24255879368270078,0.10213029022222124,0.21294190827321482,0.7,0.875,0.0,7,True,1,1667
train:50:train/look_at_obj_in_light-Pencil-None-DeskLamp-306/trial_T20190907_235903_897904/game.tw-pddl:0,50,71,train/look_at_obj_in_light-Pencil-None-DeskLamp-306/trial_T20190907_235903_897904/game.tw-pddl,look_at_obj_in_light,True,True,False,8,8,8,1.0,False,,0.20584223650108743,,,,0.15678453167691614,0.16272877595436952,0.3020866478615129,0.875,0.875,,0,False,0,478
train:50:train/pick_heat_then_place_in_recep-Potato-None-GarbageCan-19/trial_T20190907_073005_559245/game.tw-pddl:0,50,71,train/pick_heat_then_place_in_recep-Potato-None-GarbageCan-19/trial_T20190907_073005_559245/game.tw-pddl,pick_heat_then_place_in_recep,True,True,False,6,6,6,1.0,False,,0.14378008232525463,,,,0.1391122475290689,0.15437193413501218,0.3430747449557475,1.0,1.0,,0,False,0,358
train:50:train/pick_and_place_simple-SprayBottle-None-Cabinet-403/trial_T20190908_220946_946277/game.tw-pddl:0,50,71,train/pick_and_place_simple-SprayBottle-None-Cabinet-403/trial_T20190908_220946_946277/game.tw-pddl,pick_and_place_simple,True,True,False,8,8,8,1.0,False,,0.14527587321036245,,,,0.11617781743434799,0.1195874062823799,0.21348448793661112,1.0,1.0,,0,False,0,488
train:50:train/pick_clean_then_place_in_recep-Lettuce-None-CounterTop-16/trial_T20190909_051602_850428/game.tw-pddl:0,50,71,train/pick_clean_then_place_in_recep-Lettuce-None-CounterTop-16/trial_T20190909_051602_850428/game.tw-pddl,pick_clean_then_place_in_recep,True,True,False,6,6,6,1.0,False,,0.1735305650660599,,,,0.13728990756527146,0.14509113570219492,0.19805723718856916,1.0,1.0,,0,False,0,344
